type_name,kind,owner,file,line,definition_kind,pub_use
EquivalenceEvidenceV1,struct,federated-settlement,federated-settlement/src/lib.rs,72,local_def,
CrossRuntimeEquivalenceBundleV1,struct,federated-settlement,federated-settlement/src/lib.rs,82,local_def,
SharedDispositionV1,struct,federated-settlement,federated-settlement/src/lib.rs,95,local_def,
LocalDissentRecordV1,struct,federated-settlement,federated-settlement/src/lib.rs,104,local_def,
ReplayRequirementV1,struct,federated-settlement,federated-settlement/src/lib.rs,113,local_def,
SettlementDisposition,enum,federated-settlement,federated-settlement/src/lib.rs,121,local_def,
DowngradeReason,enum,federated-settlement,federated-settlement/src/lib.rs,129,local_def,
SharedViewDowngradeV1,struct,federated-settlement,federated-settlement/src/lib.rs,135,local_def,
SettlementCaseV1,struct,federated-settlement,federated-settlement/src/lib.rs,144,local_def,
SettlementReceiptV1,struct,federated-settlement,federated-settlement/src/lib.rs,161,local_def,
SharedReplaySliceV1,struct,federated-settlement,federated-settlement/src/lib.rs,182,local_def,
SharedDivergenceReportV1,struct,federated-settlement,federated-settlement/src/lib.rs,200,local_def,
TreatySuspensionV1,struct,federated-settlement,federated-settlement/src/lib.rs,217,local_def,
,pub_use,federated-settlement,federated-settlement/src/lib.rs,14,pub_use,"stack_ids::{SurfaceStatus, V25ConstitutionCitation}"
ProjectionImportBatchV1,struct,forge-memory-bridge,forge-memory-bridge/src/batch.rs,61,local_def,
ProjectionImportBatchV2,struct,forge-memory-bridge,forge-memory-bridge/src/batch.rs,98,local_def,
ProjectionImportBatchV3,struct,forge-memory-bridge,forge-memory-bridge/src/batch.rs,140,local_def,
ImportProjectionRecordV3,struct,forge-memory-bridge,forge-memory-bridge/src/batch.rs,265,local_def,
ImportProjectionRecord,enum,forge-memory-bridge,forge-memory-bridge/src/batch.rs,312,local_def,
ImportClaimVersion,struct,forge-memory-bridge,forge-memory-bridge/src/batch.rs,332,local_def,
ImportRelationVersion,struct,forge-memory-bridge,forge-memory-bridge/src/batch.rs,380,local_def,
ImportEpisodeRecord,struct,forge-memory-bridge,forge-memory-bridge/src/batch.rs,421,local_def,
ImportEntityAlias,struct,forge-memory-bridge,forge-memory-bridge/src/batch.rs,451,local_def,
ImportEvidenceRef,struct,forge-memory-bridge,forge-memory-bridge/src/batch.rs,485,local_def,
ClaimState,enum,forge-memory-bridge,forge-memory-bridge/src/batch.rs,503,local_def,
ProjectionFreshness,enum,forge-memory-bridge,forge-memory-bridge/src/batch.rs,537,local_def,
ContradictionStatus,enum,forge-memory-bridge,forge-memory-bridge/src/batch.rs,569,local_def,
MergeDecision,enum,forge-memory-bridge,forge-memory-bridge/src/batch.rs,583,local_def,
ReviewState,enum,forge-memory-bridge,forge-memory-bridge/src/batch.rs,599,local_def,
BridgeError,enum,forge-memory-bridge,forge-memory-bridge/src/error.rs,8,local_def,
BridgeImportFailureArtifact,struct,forge-memory-bridge,forge-memory-bridge/src/error.rs,77,local_def,
,pub_use,forge-memory-bridge,forge-memory-bridge/src/lib.rs,24,pub_use,batch::*
,pub_use,forge-memory-bridge,forge-memory-bridge/src/lib.rs,29,pub_use,lifecycle::*
,pub_use,forge-memory-bridge,forge-memory-bridge/src/lib.rs,30,pub_use,transform::*
,pub_use,forge-memory-bridge,forge-memory-bridge/src/lib.rs,62,pub_use,compat::transform_legacy_envelope
,pub_use,forge-memory-bridge,forge-memory-bridge/src/lib.rs,71,pub_use,compat::upgrade_legacy_envelope
,pub_use,forge-memory-bridge,forge-memory-bridge/src/lib.rs,80,pub_use,compat::LegacyEpisodeMeta
,pub_use,forge-memory-bridge,forge-memory-bridge/src/lib.rs,89,pub_use,compat::LegacyImportEnvelopeV1
,pub_use,forge-memory-bridge,forge-memory-bridge/src/lib.rs,98,pub_use,compat::LegacyImportRecord
BridgeDerivedArtifactStatusV1,struct,forge-memory-bridge,forge-memory-bridge/src/lifecycle.rs,19,local_def,
BridgeImportOptions,struct,forge-memory-bridge,forge-memory-bridge/src/lifecycle.rs,134,local_def,
LegacyImportEnvelopeV1,struct,forge-memory-bridge,forge-memory-bridge/src/legacy.rs,34,local_def,
LegacyImportRecord,enum,forge-memory-bridge,forge-memory-bridge/src/legacy.rs,54,local_def,
LegacyEpisodeMeta,struct,forge-memory-bridge,forge-memory-bridge/src/legacy.rs,75,local_def,
OracleBundleInput,struct,forge-pilot,forge-pilot/src/bundle_builder.rs,10,local_def,
PatchBundleInput,struct,forge-pilot,forge-pilot/src/bundle_builder.rs,19,local_def,
Decision,struct,forge-pilot,forge-pilot/src/decide.rs,9,local_def,
RoundtripResult,struct,forge-pilot,forge-pilot/src/export.rs,11,local_def,
ImportBootstrapReport,struct,forge-pilot,forge-pilot/src/export.rs,22,local_def,
,pub_use,forge-pilot,forge-pilot/src/repo_chat.rs,21,pub_use,routing::route_question
PilotError,enum,forge-pilot,forge-pilot/src/error.rs,9,local_def,
ObservationDegradation,struct,forge-pilot,forge-pilot/src/observe.rs,38,local_def,
PathAvailability,enum,forge-pilot,forge-pilot/src/observe.rs,46,local_def,
ImportRecordDisposition,enum,forge-pilot,forge-pilot/src/observe.rs,55,local_def,
ObservationDisposition,enum,forge-pilot,forge-pilot/src/observe.rs,66,local_def,
ObservationPaths,struct,forge-pilot,forge-pilot/src/observe.rs,77,local_def,
SourceInventory,struct,forge-pilot,forge-pilot/src/observe.rs,88,local_def,
ForgeEvidenceInventory,struct,forge-pilot,forge-pilot/src/observe.rs,95,local_def,
ObservationStatus,struct,forge-pilot,forge-pilot/src/observe.rs,104,local_def,
ScopeHealthSummary,struct,forge-pilot,forge-pilot/src/observe.rs,123,local_def,
Observation,struct,forge-pilot,forge-pilot/src/observe.rs,141,local_def,
PatchPlanSeed,struct,forge-pilot,forge-pilot/src/config.rs,12,local_def,
LoopConfig,struct,forge-pilot,forge-pilot/src/config.rs,25,local_def,
TargetPriority,enum,forge-pilot,forge-pilot/src/targets.rs,14,local_def,
TargetKind,enum,forge-pilot,forge-pilot/src/targets.rs,32,local_def,
CanonicalCaseClass,enum,forge-pilot,forge-pilot/src/types.rs,14,local_def,
BudgetClass,enum,forge-pilot,forge-pilot/src/types.rs,27,local_def,
LawfulStepKind,enum,forge-pilot,forge-pilot/src/types.rs,38,local_def,
TargetNormalization,struct,forge-pilot,forge-pilot/src/types.rs,55,local_def,
PlannedStep,struct,forge-pilot,forge-pilot/src/types.rs,69,local_def,
BlockedStepRecord,struct,forge-pilot,forge-pilot/src/types.rs,78,local_def,
DecisionAudit,struct,forge-pilot,forge-pilot/src/types.rs,85,local_def,
ExecutionLineageReceipt,struct,forge-pilot,forge-pilot/src/types.rs,102,local_def,
ExportActionTraceV1,struct,forge-pilot,forge-pilot/src/types.rs,119,local_def,
StopRuleEvaluation,struct,forge-pilot,forge-pilot/src/types.rs,132,local_def,
RepairClassV1,enum,forge-pilot,forge-pilot/src/types.rs,144,local_def,
VerificationPlanArtifact,struct,forge-pilot,forge-pilot/src/types.rs,160,local_def,
RepairRecordV1,struct,forge-pilot,forge-pilot/src/types.rs,197,local_def,
LoopRunnerResources,struct,forge-pilot,forge-pilot/src/loop_runner.rs,58,local_def,
ExternalHaltFlag,struct,forge-pilot,forge-pilot/src/loop_runner.rs,85,local_def,
LoopRunner,struct,forge-pilot,forge-pilot/src/loop_runner.rs,101,local_def,
HaltReason,enum,forge-pilot,forge-pilot/src/loop_runner_report.rs,34,local_def,
LoopBudgetReceipt,struct,forge-pilot,forge-pilot/src/loop_runner_report.rs,56,local_def,
LoopReceipt,struct,forge-pilot,forge-pilot/src/loop_runner_report.rs,66,local_def,
LoopIterationReport,struct,forge-pilot,forge-pilot/src/loop_runner_report.rs,99,local_def,
LoopReport,struct,forge-pilot,forge-pilot/src/loop_runner_report.rs,146,local_def,
AdvisoryPlan,struct,forge-pilot,forge-pilot/src/act.rs,33,local_def,
PlanKind,enum,forge-pilot,forge-pilot/src/act.rs,42,local_def,
ActionFamily,enum,forge-pilot,forge-pilot/src/act.rs,89,local_def,
OracleExecution,struct,forge-pilot,forge-pilot/src/act.rs,97,local_def,
PatchExecution,struct,forge-pilot,forge-pilot/src/act.rs,174,local_def,
ActionOutcome,struct,forge-pilot,forge-pilot/src/act.rs,182,local_def,
GovernanceMode,enum,forge-pilot,forge-pilot/src/governance_gate.rs,55,local_def,
GovernanceGateError,enum,forge-pilot,forge-pilot/src/governance_gate.rs,65,local_def,
GovernanceObservation,struct,forge-pilot,forge-pilot/src/governance_gate.rs,76,local_def,
GovernanceDegradation,struct,forge-pilot,forge-pilot/src/governance_gate.rs,102,local_def,
GovernanceGateResult,enum,forge-pilot,forge-pilot/src/governance_gate.rs,111,local_def,
GovernanceReceiptV1,struct,forge-pilot,forge-pilot/src/governance_gate.rs,122,local_def,
GovernanceObservationSummary,struct,forge-pilot,forge-pilot/src/governance_gate.rs,130,local_def,
TargetAttemptRecord,struct,forge-pilot,forge-pilot/src/history.rs,6,local_def,
TargetHistoryEntry,struct,forge-pilot,forge-pilot/src/history.rs,13,local_def,
PilotHistory,struct,forge-pilot,forge-pilot/src/history.rs,23,local_def,
,pub_use,forge-pilot,forge-pilot/src/lib.rs,48,pub_use,"config::{LoopConfig, PatchPlanSeed}"
,pub_use,forge-pilot,forge-pilot/src/lib.rs,49,pub_use,"decide::{select_candidate, Decision}"
,pub_use,forge-pilot,forge-pilot/src/lib.rs,50,pub_use,error::PilotError
,pub_use,forge-pilot,forge-pilot/src/lib.rs,62,pub_use,"history::{PilotHistory, TargetAttemptRecord, TargetHistoryEntry}"
,pub_use,forge-pilot,forge-pilot/src/lib.rs,72,pub_use,"observe::{observe_scope, Observation, ObservationDegradation, ScopeHealthSummary}"
,pub_use,forge-pilot,forge-pilot/src/lib.rs,73,pub_use,"orient::{extract_targets, score_targets, TargetCandidate}"
,pub_use,forge-pilot,forge-pilot/src/lib.rs,80,pub_use,"targets::{TargetKind, TargetPriority}"
TargetCandidate,struct,forge-pilot,forge-pilot/src/orient.rs,17,local_def,
DerivedRecord,struct,forge-pilot,forge-pilot/tests/bootstrap_rust_extractor_degradation_tests.rs,26,local_def,
,pub_use,forge-pilot,forge-pilot/src/bootstrap/mod.rs,27,pub_use,"manifest::{compute_manifest_delta, manifest_from_batch}"
BootstrapSourceRichness,enum,forge-pilot,forge-pilot/src/bootstrap/types.rs,17,local_def,
BootstrapCapabilityStatus,enum,forge-pilot,forge-pilot/src/bootstrap/types.rs,26,local_def,
BootstrapSymbolPrecision,enum,forge-pilot,forge-pilot/src/bootstrap/types.rs,34,local_def,
BootstrapSymbolCapability,struct,forge-pilot,forge-pilot/src/bootstrap/types.rs,40,local_def,
BootstrapChunkPolicyInfo,struct,forge-pilot,forge-pilot/src/bootstrap/types.rs,50,local_def,
BootstrapSourceDeltaSummary,struct,forge-pilot,forge-pilot/src/bootstrap/types.rs,58,local_def,
BootstrapDerivedDeltaSummary,struct,forge-pilot,forge-pilot/src/bootstrap/types.rs,66,local_def,
BootstrapSourceSkippedFile,struct,forge-pilot,forge-pilot/src/bootstrap/types.rs,74,local_def,
BootstrapSourceObservation,struct,forge-pilot,forge-pilot/src/bootstrap/types.rs,80,local_def,
BootstrapRichness,enum,forge-pilot,forge-pilot/src/bootstrap/types.rs,93,local_def,
BootstrapCurrentState,struct,forge-pilot,forge-pilot/src/bootstrap/types.rs,111,local_def,
BootstrapDeltaSummary,struct,forge-pilot,forge-pilot/src/bootstrap/types.rs,152,local_def,
BootstrapSourceReport,struct,forge-pilot,forge-pilot/src/bootstrap/types.rs,160,local_def,
SymbolRecord,struct,forge-pilot,forge-pilot/src/bootstrap/types.rs,210,local_def,
BootstrapManifestFile,struct,forge-pilot,forge-pilot/src/bootstrap/types.rs,232,local_def,
BootstrapManifestSnapshot,struct,forge-pilot,forge-pilot/src/bootstrap/types.rs,249,local_def,
BootstrapManifestDelta,struct,forge-pilot,forge-pilot/src/bootstrap/types.rs,264,local_def,
RepoQuestionRoute,enum,forge-pilot,forge-pilot/src/repo_chat/types.rs,7,local_def,
RepoChatGroundingMode,enum,forge-pilot,forge-pilot/src/repo_chat/types.rs,26,local_def,
RepoChatEvidenceType,enum,forge-pilot,forge-pilot/src/repo_chat/types.rs,37,local_def,
RepoChatEvidence,struct,forge-pilot,forge-pilot/src/repo_chat/types.rs,47,local_def,
RepoChatCitation,struct,forge-pilot,forge-pilot/src/repo_chat/types.rs,64,local_def,
RepoChatAnswer,struct,forge-pilot,forge-pilot/src/repo_chat/types.rs,74,local_def,
BridgeReferenceInterpretation,struct,kernel-conformance,kernel-conformance/src/reference_interpreters.rs,37,local_def,
BitemporalReferenceInterpretation,struct,kernel-conformance,kernel-conformance/src/reference_interpreters.rs,70,local_def,
BoundedKernelSliceInterpretation,struct,kernel-conformance,kernel-conformance/src/reference_interpreters.rs,95,local_def,
RepairReplayInterpretation,struct,kernel-conformance,kernel-conformance/src/reference_interpreters.rs,118,local_def,
CausalWorkflowInterpretation,struct,kernel-conformance,kernel-conformance/src/reference_interpreters.rs,274,local_def,
CandidateEvidenceRetrievalRefV1,struct,kernel-execution,kernel-execution/src/lib.rs,14,local_def,
ExecutionMode,enum,kernel-execution,kernel-execution/src/lib.rs,47,local_def,
ExecutionStopReason,enum,kernel-execution,kernel-execution/src/lib.rs,57,local_def,
SchedulerStageKind,enum,kernel-execution,kernel-execution/src/lib.rs,67,local_def,
WorkloadClass,enum,kernel-execution,kernel-execution/src/lib.rs,76,local_def,
ExecutionBudget,struct,kernel-execution,kernel-execution/src/lib.rs,83,local_def,
NodeBelief,struct,kernel-execution,kernel-execution/src/lib.rs,102,local_def,
ConstraintMessage,struct,kernel-execution,kernel-execution/src/lib.rs,109,local_def,
ResidualSample,struct,kernel-execution,kernel-execution/src/lib.rs,117,local_def,
ExecutionWitnessArtifact,struct,kernel-execution,kernel-execution/src/lib.rs,123,local_def,
ExecutionCertificateArtifact,struct,kernel-execution,kernel-execution/src/lib.rs,130,local_def,
ExecutionCalibrationReport,struct,kernel-execution,kernel-execution/src/lib.rs,137,local_def,
RecomputeTrigger,enum,kernel-execution,kernel-execution/src/lib.rs,145,local_def,
InvalidationManifest,struct,kernel-execution,kernel-execution/src/lib.rs,156,local_def,
RegionExecutionTrace,struct,kernel-execution,kernel-execution/src/lib.rs,164,local_def,
ConvergenceGovernance,struct,kernel-execution,kernel-execution/src/lib.rs,173,local_def,
ConvergenceReport,struct,kernel-execution,kernel-execution/src/lib.rs,182,local_def,
DeltaPropagationReport,struct,kernel-execution,kernel-execution/src/lib.rs,191,local_def,
ScheduledExecution,struct,kernel-execution,kernel-execution/src/lib.rs,201,local_def,
ExecutionReport,struct,kernel-execution,kernel-execution/src/lib.rs,209,local_def,
OracleMode,enum,kernel-oracles,kernel-oracles/src/lib.rs,12,local_def,
OracleSliceSelectionPolicy,struct,kernel-oracles,kernel-oracles/src/lib.rs,18,local_def,
OracleAssessment,struct,kernel-oracles,kernel-oracles/src/lib.rs,25,local_def,
OracleParityCertificate,struct,kernel-oracles,kernel-oracles/src/lib.rs,35,local_def,
DeltaParityAssessment,struct,kernel-oracles,kernel-oracles/src/lib.rs,42,local_def,
TemporalReplaySnapshot,struct,kernel-oracles,kernel-oracles/src/lib.rs,51,local_def,
TemporalReplayAssessment,struct,kernel-oracles,kernel-oracles/src/lib.rs,57,local_def,
RefutationMode,enum,kernel-oracles,kernel-oracles/src/lib.rs,67,local_def,
OracleRefutationOutcome,enum,kernel-oracles,kernel-oracles/src/lib.rs,74,local_def,
OracleRefutationResult,struct,kernel-oracles,kernel-oracles/src/lib.rs,81,local_def,
,pub_use,knowledge-runtime,knowledge-runtime/src/lib.rs,112,pub_use,config::RuntimeConfig
,pub_use,knowledge-runtime,knowledge-runtime/src/lib.rs,113,pub_use,error::RuntimeError
,pub_use,knowledge-runtime,knowledge-runtime/src/lib.rs,114,pub_use,"ids::{EntityId, ProjectionId, ProjectionKind, Scope, ScopeKey}"
,pub_use,knowledge-runtime,knowledge-runtime/src/lib.rs,115,pub_use,"inference::{InferenceAdvisory, InferenceExplanation, RiskGateDecision}"
,pub_use,knowledge-runtime,knowledge-runtime/src/lib.rs,122,pub_use,"entity::code_ids::{CodeEntity, CodeEntityKind}"
,pub_use,knowledge-runtime,knowledge-runtime/src/lib.rs,123,pub_use,"entity::registry::{Entity, EntityKind, EntityRegistry, MatchQuality, ResolveResult}"
,pub_use,knowledge-runtime,knowledge-runtime/src/lib.rs,124,pub_use,"evidence::support::{AnswerBundle, EvidenceItem, EvidenceRelevance, SearchEvidenceBundle}"
,pub_use,knowledge-runtime,knowledge-runtime/src/lib.rs,132,pub_use,"projection::rebuild::{rebuild_stale, RebuildDriver, RebuildOutcome}"
,pub_use,knowledge-runtime,knowledge-runtime/src/lib.rs,133,pub_use,"query::classify::{ClassifyResult, QueryMode}"
,pub_use,knowledge-runtime,knowledge-runtime/src/lib.rs,134,pub_use,"query::merge::{MergePolicy, MergedItem, MergedResults}"
,pub_use,knowledge-runtime,knowledge-runtime/src/lib.rs,135,pub_use,"query::route::{LegFilter, RetrievalStrategy, RouteLeg, RoutePlan}"
,pub_use,knowledge-runtime,knowledge-runtime/src/lib.rs,136,pub_use,"temporal::claims::{TemporalClaim, TemporalContradictionStatus}"
EffectRuntimeViewV1,struct,knowledge-runtime,knowledge-runtime/src/views.rs,11,local_def,
DelegationRuntimeViewV1,struct,knowledge-runtime,knowledge-runtime/src/views.rs,24,local_def,
DeployabilityRuntimeViewV1,struct,knowledge-runtime,knowledge-runtime/src/views.rs,36,local_def,
ContinuityRuntimeViewV1,struct,knowledge-runtime,knowledge-runtime/src/views.rs,49,local_def,
EffectiveConstitutionViewV1,struct,knowledge-runtime,knowledge-runtime/src/views.rs,64,local_def,
CompiledObligationRuntimeViewV1,struct,knowledge-runtime,knowledge-runtime/src/views.rs,82,local_def,
CompositionConflictRuntimeViewV1,struct,knowledge-runtime,knowledge-runtime/src/views.rs,102,local_def,
PolicyImpactDiffRuntimeViewV1,struct,knowledge-runtime,knowledge-runtime/src/views.rs,117,local_def,
RuntimeError,enum,knowledge-runtime,knowledge-runtime/src/error.rs,6,local_def,
InferenceAdvisory,struct,knowledge-runtime,knowledge-runtime/src/inference.rs,20,local_def,
InferenceExplanation,struct,knowledge-runtime,knowledge-runtime/src/inference.rs,38,local_def,
RiskGateDecision,struct,knowledge-runtime,knowledge-runtime/src/inference.rs,66,local_def,
RuntimeCandidateBackendHint,enum,knowledge-runtime,knowledge-runtime/src/config.rs,11,local_def,
RuntimeConfig,struct,knowledge-runtime,knowledge-runtime/src/config.rs,19,local_def,
QueryConfig,struct,knowledge-runtime,knowledge-runtime/src/config.rs,69,local_def,
EntityConfig,struct,knowledge-runtime,knowledge-runtime/src/config.rs,112,local_def,
ProjectionConfig,struct,knowledge-runtime,knowledge-runtime/src/config.rs,135,local_def,
ProjectionId,struct,knowledge-runtime,knowledge-runtime/src/ids.rs,23,local_def,
ProjectionKind,enum,knowledge-runtime,knowledge-runtime/src/ids.rs,51,local_def,
,pub_use,knowledge-runtime,knowledge-runtime/src/ids.rs,10,pub_use,"stack_ids::{EntityId, Scope, ScopeKey}"
SemanticMemoryAdapter,struct,knowledge-runtime,knowledge-runtime/src/adapters/semantic_memory.rs,18,local_def,
ExplainedSearchArtifacts,struct,knowledge-runtime,knowledge-runtime/src/adapters/semantic_memory.rs,23,local_def,
CodeEntityKind,enum,knowledge-runtime,knowledge-runtime/src/entity/code_ids.rs,7,local_def,
CodeEntity,struct,knowledge-runtime,knowledge-runtime/src/entity/code_ids.rs,44,local_def,
EntityKind,enum,knowledge-runtime,knowledge-runtime/src/entity/registry.rs,11,local_def,
Entity,struct,knowledge-runtime,knowledge-runtime/src/entity/registry.rs,26,local_def,
MatchQuality,enum,knowledge-runtime,knowledge-runtime/src/entity/registry.rs,45,local_def,
ResolveResult,struct,knowledge-runtime,knowledge-runtime/src/entity/registry.rs,59,local_def,
EntityRegistry,struct,knowledge-runtime,knowledge-runtime/src/entity/registry.rs,88,local_def,
SearchEvidenceBundle,struct,knowledge-runtime,knowledge-runtime/src/evidence/support.rs,10,local_def,
EvidenceItem,struct,knowledge-runtime,knowledge-runtime/src/evidence/support.rs,21,local_def,
EvidenceRelevance,enum,knowledge-runtime,knowledge-runtime/src/evidence/support.rs,35,local_def,
AnswerBundle,struct,knowledge-runtime,knowledge-runtime/src/evidence/support.rs,48,local_def,
QueryWarning,enum,knowledge-runtime,knowledge-runtime/src/obs/trace.rs,23,local_def,
RuntimeView,enum,knowledge-runtime,knowledge-runtime/src/obs/trace.rs,54,local_def,
WideningDisclosure,struct,knowledge-runtime,knowledge-runtime/src/obs/trace.rs,64,local_def,
RuntimeDerivedCandidateTraceV1,struct,knowledge-runtime,knowledge-runtime/src/obs/trace.rs,76,local_def,
QueryTrace,struct,knowledge-runtime,knowledge-runtime/src/obs/trace.rs,97,local_def,
ProjectionTrace,struct,knowledge-runtime,knowledge-runtime/src/obs/trace.rs,151,local_def,
ProjectionAction,enum,knowledge-runtime,knowledge-runtime/src/obs/trace.rs,184,local_def,
RuntimeQueryProvenanceV1,struct,knowledge-runtime,knowledge-runtime/src/obs/trace.rs,292,local_def,
RebuildOutcome,struct,knowledge-runtime,knowledge-runtime/src/projection/rebuild.rs,65,local_def,
ProjectionHealth,enum,knowledge-runtime,knowledge-runtime/src/projection/lifecycle.rs,9,local_def,
StaleCause,enum,knowledge-runtime,knowledge-runtime/src/projection/lifecycle.rs,34,local_def,
ProjectionVersion,struct,knowledge-runtime,knowledge-runtime/src/projection/lifecycle.rs,61,local_def,
ProjectionMeta,struct,knowledge-runtime,knowledge-runtime/src/projection/lifecycle.rs,72,local_def,
InvalidationEvent,struct,knowledge-runtime,knowledge-runtime/src/projection/lifecycle.rs,102,local_def,
ProjectionActionResult,struct,knowledge-runtime,knowledge-runtime/src/projection/lifecycle.rs,113,local_def,
ProjectionTracker,struct,knowledge-runtime,knowledge-runtime/src/projection/lifecycle.rs,142,local_def,
RoutePlan,struct,knowledge-runtime,knowledge-runtime/src/query/route.rs,12,local_def,
RouteLeg,struct,knowledge-runtime,knowledge-runtime/src/query/route.rs,23,local_def,
RetrievalStrategy,enum,knowledge-runtime,knowledge-runtime/src/query/route.rs,36,local_def,
LegFilter,struct,knowledge-runtime,knowledge-runtime/src/query/route.rs,64,local_def,
MergePolicy,struct,knowledge-runtime,knowledge-runtime/src/query/merge.rs,18,local_def,
ScoreNormalization,enum,knowledge-runtime,knowledge-runtime/src/query/merge.rs,42,local_def,
LegResult,struct,knowledge-runtime,knowledge-runtime/src/query/merge.rs,52,local_def,
MergedResults,struct,knowledge-runtime,knowledge-runtime/src/query/merge.rs,61,local_def,
MergedItem,struct,knowledge-runtime,knowledge-runtime/src/query/merge.rs,72,local_def,
QueryMode,enum,knowledge-runtime,knowledge-runtime/src/query/classify.rs,14,local_def,
ClassifyResult,struct,knowledge-runtime,knowledge-runtime/src/query/classify.rs,73,local_def,
TemporalClaim,struct,knowledge-runtime,knowledge-runtime/src/temporal/claims.rs,13,local_def,
TemporalContradictionStatus,enum,knowledge-runtime,knowledge-runtime/src/temporal/claims.rs,69,local_def,
,pub_use,knowledge-runtime,knowledge-runtime/src/runtime/mod.rs,2,pub_use,core::*
ProjectedVerificationLifecycle,enum,knowledge-runtime,knowledge-runtime/src/runtime/core.rs,56,local_def,
ProjectedPromotionState,enum,knowledge-runtime,knowledge-runtime/src/runtime/core.rs,66,local_def,
ProjectedVerificationSummary,struct,knowledge-runtime,knowledge-runtime/src/runtime/core.rs,82,local_def,
KnowledgeRuntime,struct,knowledge-runtime,knowledge-runtime/src/runtime/core.rs,165,local_def,
EntityCacheHandle,struct,knowledge-runtime,knowledge-runtime/src/runtime/core.rs,1157,local_def,
,pub_use,llm-tool-runtime,llm-tool-runtime/src/lib.rs,7,pub_use,contracts::*
,pub_use,llm-tool-runtime,llm-tool-runtime/src/lib.rs,9,pub_use,provider::*
,pub_use,llm-tool-runtime,llm-tool-runtime/src/lib.rs,10,pub_use,registry::*
,pub_use,llm-tool-runtime,llm-tool-runtime/src/lib.rs,11,pub_use,runtime::*
,pub_use,llm-tool-runtime,llm-tool-runtime/src/lib.rs,12,pub_use,semantic_memory::*
