ID,Severity,Confidence,Origin,Category,V11_Gate,Primary_Path_or_Surface,Finding,Risk,Evidence,Required_Action,Acceptance_Gate,Suggested_Phase,Status,Notes
AHD-0011,P0,High-confidence hardening risk,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-cli/src/lib.rs,Sandbox denylist does not cover one common developer-secret path or metadata surface. Scope variant 2: apply to crates/aidens-cli/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox/canonicalize paths in aidens-tool-kit; sensitive-path negative fixtures absent,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0012,P0,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-runner/src/lib.rs,Filesystem path validation does not prove race-free handling for the target path at write time. Scope variant 2: apply to crates/aidens-runner/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox term count 523 across codebase,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0013,P0,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-security-kit/src/lib.rs,Hidden file/directory access policy is weaker than the future application-builder threat model requires. Scope variant 2: apply to crates/aidens-security-kit/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox/canonicalize paths in aidens-tool-kit; sensitive-path negative fixtures absent,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0014,P0,High-confidence hardening risk,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-tool-kit/src/lib.rs,Path display can leak host-specific absolute paths when relative rendering fails. Scope variant 2: apply to crates/aidens-tool-kit/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox term count 523 across codebase,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0015,P0,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-cli/src/lib.rs,"Symlink, hardlink, mountpoint, or case-folding behavior lacks an explicit hostile fixture. Scope variant 2: apply to crates/aidens-cli/src/lib.rs and adjacent caller/callee surfaces.",Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox/canonicalize paths in aidens-tool-kit; sensitive-path negative fixtures absent,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0016,P0,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-runner/src/lib.rs,Tool sandbox boundary has no explicit capability receipt for a rejected sensitive-path attempt. Scope variant 2: apply to crates/aidens-runner/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox term count 523 across codebase,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0017,P0,High-confidence hardening risk,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-security-kit/src/lib.rs,Read/list/stat/search authority can expose repository metadata that should have a redaction policy. Scope variant 2: apply to crates/aidens-security-kit/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox/canonicalize paths in aidens-tool-kit; sensitive-path negative fixtures absent,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0018,P0,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-tool-kit/src/lib.rs,Sandbox root can be derived from ambient current directory instead of a stable declared permit scope. Scope variant 2: apply to crates/aidens-tool-kit/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox term count 523 across codebase,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0019,P0,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-cli/src/lib.rs,Cross-platform path semantics are not fully specified for Windows/macOS/Linux differences. Scope variant 2: apply to crates/aidens-cli/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox/canonicalize paths in aidens-tool-kit; sensitive-path negative fixtures absent,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0020,P0,High-confidence hardening risk,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-runner/src/lib.rs,"Security policy lacks a complete negative corpus for dotfiles, credentials, config stores, and generated secrets. Scope variant 2: apply to crates/aidens-runner/src/lib.rs and adjacent caller/callee surfaces.",Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox term count 523 across codebase,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0021,P0,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-security-kit/src/lib.rs,Sandbox denylist does not cover one common developer-secret path or metadata surface. Scope variant 3: apply to crates/aidens-security-kit/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox/canonicalize paths in aidens-tool-kit; sensitive-path negative fixtures absent,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0022,P0,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-tool-kit/src/lib.rs,Filesystem path validation does not prove race-free handling for the target path at write time. Scope variant 3: apply to crates/aidens-tool-kit/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox term count 523 across codebase,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0023,P0,High-confidence hardening risk,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-cli/src/lib.rs,Hidden file/directory access policy is weaker than the future application-builder threat model requires. Scope variant 3: apply to crates/aidens-cli/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox/canonicalize paths in aidens-tool-kit; sensitive-path negative fixtures absent,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0024,P0,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-runner/src/lib.rs,Path display can leak host-specific absolute paths when relative rendering fails. Scope variant 3: apply to crates/aidens-runner/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox term count 523 across codebase,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0025,P0,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-security-kit/src/lib.rs,"Symlink, hardlink, mountpoint, or case-folding behavior lacks an explicit hostile fixture. Scope variant 3: apply to crates/aidens-security-kit/src/lib.rs and adjacent caller/callee surfaces.",Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox/canonicalize paths in aidens-tool-kit; sensitive-path negative fixtures absent,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
CLAUDE-F-001,P0,Claude hard-audit finding,Claude Sonnet 4.6 P29 hard audit integrated,Claude audit: Release,Final package/self-replay and release-label gate,Release,No labels before package self-replay passes,Release/evidence labels can drift from actual package state if final gate is not rerun after code changes.,AiDENs_P29_Hard_Audit_20260507.md::F-001,"Do not treat the already-created user bundle as a failed product artifact; after hardening, regenerate final package sidecars and run exact extracted-package self-replay before claiming release labels.","Do not treat the already-created user bundle as a failed product artifact; after hardening, regenerate final package sidecars and run exact extracted-package self-replay before claiming release labels.",Phase 15 docs/evidence closure,gate-required-not-product-defect,"Integrated from Claude audit. F-001 is normalized as a post-hardening evidence gate, not a source/package defect because the operator later created the bundle successfully."
CLAUDE-F-016,P0,Claude hard-audit finding,Claude Sonnet 4.6 P29 hard audit integrated,Claude audit: Bugs,Unaudited surface quarantine gate,Bugs,"Unaudited high-risk layers (forge-pilot, effect-runtime, verification pipeline, federation)",High-risk sibling/control surfaces can invalidate supported-path guarantees if consumed without audit/quarantine.,AiDENs_P29_Hard_Audit_20260507.md::F-016,"Audit and/or quarantine forge-pilot, effect-runtime, verification pipeline, federation, attestation, authority-delegation, and recursive-kernel-core before any broad correctness claim.","Audit and/or quarantine forge-pilot, effect-runtime, verification pipeline, federation, attestation, authority-delegation, and recursive-kernel-core before any broad correctness claim.",Phase 19 unaudited-surface quarantine/audit,open,"Integrated from Claude audit. F-001 is normalized as a post-hardening evidence gate, not a source/package defect because the operator later created the bundle successfully."
AHD-0026,Critical,High-confidence hardening risk,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-tool-kit/src/lib.rs,Tool sandbox boundary has no explicit capability receipt for a rejected sensitive-path attempt. Scope variant 3: apply to crates/aidens-tool-kit/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox term count 523 across codebase,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0027,Critical,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-cli/src/lib.rs,Read/list/stat/search authority can expose repository metadata that should have a redaction policy. Scope variant 3: apply to crates/aidens-cli/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox/canonicalize paths in aidens-tool-kit; sensitive-path negative fixtures absent,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0028,Critical,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-runner/src/lib.rs,Sandbox root can be derived from ambient current directory instead of a stable declared permit scope. Scope variant 3: apply to crates/aidens-runner/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox term count 523 across codebase,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0029,Critical,High-confidence hardening risk,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-security-kit/src/lib.rs,Cross-platform path semantics are not fully specified for Windows/macOS/Linux differences. Scope variant 3: apply to crates/aidens-security-kit/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox/canonicalize paths in aidens-tool-kit; sensitive-path negative fixtures absent,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0030,Critical,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-tool-kit/src/lib.rs,"Security policy lacks a complete negative corpus for dotfiles, credentials, config stores, and generated secrets. Scope variant 3: apply to crates/aidens-tool-kit/src/lib.rs and adjacent caller/callee surfaces.",Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox term count 523 across codebase,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0031,Critical,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-cli/src/lib.rs,Sandbox denylist does not cover one common developer-secret path or metadata surface. Scope variant 4: apply to crates/aidens-cli/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox/canonicalize paths in aidens-tool-kit; sensitive-path negative fixtures absent,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0032,Critical,High-confidence hardening risk,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-runner/src/lib.rs,Filesystem path validation does not prove race-free handling for the target path at write time. Scope variant 4: apply to crates/aidens-runner/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox term count 523 across codebase,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0033,Critical,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-security-kit/src/lib.rs,Hidden file/directory access policy is weaker than the future application-builder threat model requires. Scope variant 4: apply to crates/aidens-security-kit/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox/canonicalize paths in aidens-tool-kit; sensitive-path negative fixtures absent,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0034,Critical,Conformance/test gap,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-tool-kit/src/lib.rs,Path display can leak host-specific absolute paths when relative rendering fails. Scope variant 4: apply to crates/aidens-tool-kit/src/lib.rs and adjacent caller/callee surfaces.,Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox term count 523 across codebase,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
AHD-0035,Critical,High-confidence hardening risk,Prior audit normalized,Security & sandbox boundary,v11A Boundary/Execution Evidence,crates/aidens-cli/src/lib.rs,"Symlink, hardlink, mountpoint, or case-folding behavior lacks an explicit hostile fixture. Scope variant 4: apply to crates/aidens-cli/src/lib.rs and adjacent caller/callee surfaces.",Risk that filesystem/tool authority exceeds declared least-exposure boundary.,local scan: sandbox/canonicalize paths in aidens-tool-kit; sensitive-path negative fixtures absent,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Add hostile sandbox tests and deny/quarantine receipts for .git/.env/symlink/hardlink/unicode/TOCTOU cases.,Phase 02 security boundary hardening,open,"Not all rows are reproduced runtime bugs; matrix intentionally includes confirmed defects, hardening risks, and missing hostile/conformance proofs."
