id,priority,severity,category,path,line,title,evidence,impact,break_test,recommended_fix,confidence
AIDENS-HA-20260508-0029,P1,High,PARSER-BOUNDARY,AiDENs/crates/aidens-runner/src/provider_tool.rs,65,Tool-call detection is substring-based,if mode == TurnModeV1::NoTools && looks_like_tool_call_payload(&completion.text) {,looks_like_tool_call_payload only lowercases text and searches for tool_call/tool_calls/tool_id.,Put `tool_id` in natural language or comments; verify parser fallback takes an unintended path.,"Use strict JSON boundary classification plus schema validation, not substring detection.",High
AIDENS-HA-20260508-0030,P1,High,PERMIT-SCOPE,AiDENs/crates/aidens-tool-kit/src/lib.rs,440,Permit/sandbox scope can fall back to wildcard,"sandbox_root.unwrap_or(""*""),",gate_descriptor and sandbox_scope_for use `*` when sandbox_root is not available.,Construct registry without sandbox_root and inspect approval context; it becomes broader than actual authority.,Require explicit sandbox root for filesystem tools; use `unknown-sandbox` quarantine instead of wildcard authority.,High
AIDENS-HA-20260508-0031,P1,High,PROVIDER-CAPABILITY,AiDENs/crates/aidens-provider-kit/src/lib.rs,,Provider matrix exposes many provider kinds that are unavailable at execution,Needle `ProviderKindV1::OpenAi` found/expected in `AiDENs/crates/aidens-provider-kit/src/lib.rs`.,OpenAI/OpenRouter/Anthropic/OpenAI-compatible branches are marked BoundaryUnavailable while Ollama/mock are executable.,Configure OpenAI provider and verify route reports do not look like a functional provider to higher layers.,Separate declared provider support from executable provider support in UI/docs and conformance gates.,High
AIDENS-HA-20260508-0032,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-agency-kit/src/lib.rs,1709,Random UUID appears in identity path,"format!(""{prefix}:{}"", Uuid::new_v4())","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use content/material-derived identity for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0033,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-cli/src/agent.rs,231,Process-local generated_artifact_id used outside its definition,".unwrap_or_else(|| generated_artifact_id(""attempt-family""));","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0034,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/agent_bundle.rs,331,Process-local generated_artifact_id used outside its definition,"bundle_id: generated_artifact_id(""aidens-run-bundle-v2""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0035,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/agent_bundle.rs,448,Process-local generated_artifact_id used outside its definition,"bundle_id: generated_artifact_id(""aidens-run-bundle-v3""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0036,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/app_status.rs,165,Process-local generated_artifact_id used outside its definition,"receipt_id: generated_artifact_id(""config-apply""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0037,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/app_status.rs,251,Process-local generated_artifact_id used outside its definition,"report_id: generated_artifact_id(""plan-runtime-parity""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0038,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/app_status.rs,301,Process-local generated_artifact_id used outside its definition,"lock_id: generated_artifact_id(""source-basis-lock""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0039,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/app_status.rs,357,Process-local generated_artifact_id used outside its definition,"report_id: generated_artifact_id(""scaffold-surface-report""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0040,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/app_status.rs,396,Process-local generated_artifact_id used outside its definition,"finding_id: generated_artifact_id(""fake-ready-finding""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0041,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/app_status.rs,41,Process-local generated_artifact_id used outside its definition,"report_id: generated_artifact_id(""doctor-report""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0042,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/app_status.rs,440,Process-local generated_artifact_id used outside its definition,"status_id: generated_artifact_id(""super-pass-status""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0043,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/app_status.rs,77,Process-local generated_artifact_id used outside its definition,"receipt_id: generated_artifact_id(""api-honesty""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0044,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/app_status.rs,96,Process-local generated_artifact_id used outside its definition,"receipt_id: generated_artifact_id(""api-honesty""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0045,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,1018,Process-local generated_artifact_id used outside its definition,"receipt_id: generated_artifact_id(""receipt""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0046,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,137,Process-local generated_artifact_id used outside its definition,"decision_id: generated_artifact_id(""capability-gate""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0047,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,155,Process-local generated_artifact_id used outside its definition,"decision_id: generated_artifact_id(""capability-gate""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0048,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,218,Process-local generated_artifact_id used outside its definition,"permit_id: generated_artifact_id(""permit""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0049,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,241,Process-local generated_artifact_id used outside its definition,"permit_id: generated_artifact_id(""permit""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0050,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,28,Process-local generated_artifact_id used outside its definition,"poison_id: generated_artifact_id(""poison-receipt""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0051,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,328,Process-local generated_artifact_id used outside its definition,"request_id: generated_artifact_id(""approval-request""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0052,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,350,Process-local generated_artifact_id used outside its definition,"request_id: generated_artifact_id(""approval-request""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0053,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,393,Process-local generated_artifact_id used outside its definition,"decision_id: generated_artifact_id(""approval-decision""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0054,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,409,Process-local generated_artifact_id used outside its definition,"decision_id: generated_artifact_id(""approval-decision""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0055,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,447,Process-local generated_artifact_id used outside its definition,"receipt_id: generated_artifact_id(""permit-use""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0056,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,469,Process-local generated_artifact_id used outside its definition,"receipt_id: generated_artifact_id(""permit-use""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0057,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,539,Process-local generated_artifact_id used outside its definition,"call_id: generated_artifact_id(""tool-call""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0058,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,58,Process-local generated_artifact_id used outside its definition,"graph_id: generated_artifact_id(""execution-lineage-graph""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0059,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,580,Process-local generated_artifact_id used outside its definition,"result_id: generated_artifact_id(""tool-call-result""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0060,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,635,Process-local generated_artifact_id used outside its definition,"plan_id: generated_artifact_id(""turn-plan""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0061,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,689,Process-local generated_artifact_id used outside its definition,"receipt_id: generated_artifact_id(""turn""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0062,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,773,Process-local generated_artifact_id used outside its definition,"receipt_id: generated_artifact_id(""stop-rule""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0063,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,805,Process-local generated_artifact_id used outside its definition,"receipt_id: generated_artifact_id(""budget-exhaustion""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0064,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/capability_turn.rs,876,Process-local generated_artifact_id used outside its definition,"receipt_id: generated_artifact_id(""tool-invocation""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
AIDENS-HA-20260508-0065,P1,High,REPLAY-IDENTITY,AiDENs/crates/aidens-contracts/src/daemon_queue.rs,353,Process-local generated_artifact_id used outside its definition,"receipt_id: generated_artifact_id(""safe-mode""),","Receipts or artifacts can diverge across equivalent runs, making supersession/replay/diff weaker.",Run equivalent executions in different order/processes and compare IDs for replay-sensitive artifacts.,Use generated_artifact_id_from_material for replay-sensitive artifacts.,Medium
